picId	accuracy11	accuracy12	accuracy21	accuracy22	accuracy31	accuracy32	average
25	0.042859278510020006	0.053574098137525006	0.006105138205486189	0.004578853654114642	0.06586851642875467	0.049401387321566	0.03827764438142029
48	0.09101417252804854	0.09101417252804854	0.029689604492895694	0.029689604492895694	0.10972609206353105	0.08229456904764829	0.07680995636149175
43	0.13342091592287142	0.17789455456382855	0.16591479095925193	0.19356725611912726	0.2658144454903119	0.17720963032687462	0.1883833841241451
35	0.13277820825693562	0.07745395481654578	0.08463935423842865	0.05642623615895243	0.11833404216811712	0.05916702108405856	0.11191720155449379
56	0.06414697956782203	0.05701953739361958	0.13113633637351804	0.11656563233201604	0.15708011129527372	0.10472007419684914	0.11745447574553793
51	0.08808214334500598	0.07829523852889421	0.029212294629936082	0.016229052572186712	0.1433269641404647	0.07962609118914704	0.08687380070513558
10	0.09213630025491265	0.09213630025491265	0.12907936343513138	0.12907936343513138	0.2676069174187304	0.2341560527413891	0.16294086036959146
64	0.07877710496110853	0.11028794694555193	0.13210337653656723	0.10568270122925379	0.10040024319945307	0.08032019455956245	0.10376024156570961
73	0.033489304849997556	0.04018716581999707	0.06970979713033197	0.06970979713033197	0.061979332217762584	0.0743751986613151	0.055059478066030704
47	0.0050113106125069485	0.0050113106125069485	0.08981420740708233	0.08981420740708233	0.10325536210028252	0.08604613508356877	0.06602696003995727
46	0.11368586503672429	0.13263350920951167	0.05471366795304876	0.03647577863536584	0.11798885688827938	0.09832404740689948	0.09546279662601748
20	0.08645395443376003	0.08645395443376003	0.02111240279192001	0.02111240279192001	0.09555819909115382	0.08190702779241756	0.06770818543894462
42	0.0	0.0	0.0451335601380684	0.03610684811045472	0.04044890028514348	0.036404010256629135	0.028527486807737295
26	0.14793384679126803	0.14793384679126803	0.13115934277536956	0.09836950708152717	0.13729870050185183	0.08581168781365739	0.13879729668949647
38	0.016984489417261068	0.022645985889681423	0.07424361857142577	0.09899149142856768	0.1242557490444808	0.10354645753706733	0.07182795234438921
15	0.05728984377760819	0.07161230472201024	0.0691912051007875	0.05189340382559062	0.09404491008745591	0.09404491008745591	0.0735086529886172
69	0.10084316975178217	0.10084316975178217	0.03802468899253685	0.043456787420042116	0.1760506388995873	0.2012007301709569	0.10497283254796878
34	0.06654245530377251	0.13308491060754502	0.0908335613310552	0.1589587323293466	0.1582270671439782	0.1582270671439782	0.10520102792626862
63	0.08069786150053665	0.1075971486673822	0.06536765247778435	0.06536765247778435	0.10381947457046271	0.1211227203322065	0.0832949961829279
27	0.00518797408185252	0.01037594816370504	0.015044521535526621	0.060178086142106485	0.051173139688945414	0.051173139688945414	0.023801878435441518
57	0.0885733924340046	0.07085871394720368	0.13334193356221422	0.09333935349354995	0.13136919751229267	0.06568459875614634	0.1177615078361705
30	0.21177726110405967	0.21177726110405967	0.15892475991768265	0.15892475991768265	0.21960699313206408	0.21960699313206408	0.19676967138460214
62	0.06719347904376674	0.06719347904376674	0.1579699189223676	0.18053705019699157	0.16047588414778943	0.13755075784096238	0.12854642737130792
65	0.09367255396903511	0.06244836931269007	0.170706010782777	0.04267650269569425	0.20279560944545533	0.08449817060227305	0.15572472473242246
49	0.09948858733612134	0.13265144978149512	0.16342082082535372	0.13618401735446142	0.018727168263193886	0.018727168263193886	0.09387885880822298
58	0.029507350328387243	0.029507350328387243	0.16363390260199936	0.1022711891262496	0.06782918906924967	0.025435945900968628	0.08699014733321209
13	0.12071471189777547	0.24142942379555093	0.1912717682550383	0.2390897103187979	0.14174411187910357	0.17718013984887945	0.15124353067730578
29	0.09949554970457064	0.1326607329394275	0.11228666784150286	0.11228666784150286	0.13851408422741293	0.11542840352284411	0.1167654339244955
9	0.15324766053923625	0.11145284402853545	0.640905474799757	0.058264134072705184	0.09669304151715433	0.07032221201247588	0.2969487256187158
19	0.031797110095511005	0.011562585489276729	0.02308642138386841	0.01679012464281339	0.16292785329611678	0.08886973816151825	0.0726037949251654
53	0.11258413933804266	0.1286675878149059	0.2050099340938112	0.17572280065183818	0.061025705775270285	0.06974366374316604	0.1262065930690414
32	0.05044532455828907	0.04484028849625695	0.14850910073823478	0.0990060671588232	0.0894523780485239	0.05963491869901594	0.09613560111501591
36	0.07645463208811228	0.07645463208811228	0.1686623852535726	0.14757958709687602	0.15531584411561852	0.1164868830867139	0.1334776204857678
68	0.08799905287121304	0.07039924229697044	0.10250054732791117	0.04100021893116447	0.1498724095920082	0.05994896383680328	0.11345733659704414
55	0.14126771190978724	0.11301416952782979	0.24996391491544828	0.09998556596617932	0.04436859708394649	0.03549487766715719	0.14520007463639398
61	0.19812253534775418	0.1440891166165485	0.23901976969568187	0.1303744198340083	0.12990733777345032	0.09447806383523659	0.18901654760562878
24	0.15964942593743173	0.14191060083327264	0.10871016651870861	0.096631259127741	0.17827941827496305	0.13866176976941572	0.1488796702437011
45	0.04082462973718108	0.04082462973718108	0.08686288212179923	0.13898061139487877	0.10276653590011539	0.10276653590011539	0.07681801591969857
8	0.09002879934719811	0.12003839912959748	0.19340633644948266	0.19340633644948266	0.10987788995084535	0.1465038532677938	0.13110434191584205
72	0.08939984013134442	0.17879968026268883	0.07980220249718012	0.15960440499436024	0.15336861449036712	0.30673722898073424	0.10752355237296389
66	0.06156453980169803	0.0820860530689307	0.12403642612731028	0.10336368843942523	0.061986620222370885	0.08264882696316118	0.08252919538379307
18	0.10394806974680777	0.13859742632907704	0.060820186007471244	0.08109358134329499	0.11863977696792771	0.09886648080660643	0.09446934424073557
11	0.09247994341263013	0.18495988682526027	0.15426793030514552	0.26996887803400466	0.18849892376022392	0.14137419282016794	0.14508226582599984
60	0.15082782133902095	0.13406917452357417	0.17802363056305873	0.15824322716716333	0.1046593637456867	0.09303054555172151	0.14450360521592212
40	0.04294408481804564	0.08588816963609128	0.12518320432520358	0.18777480648780537	0.0229521501143864	0.0459043002287728	0.06369314641921187
7	0.1076987568652512	0.17231801098440191	0.1711029520904265	0.2053235425085118	0.020323226084771266	0.03251716173563403	0.09970831168014965
4	0.2410314620814213	0.21425018851681893	0.05396672624759904	0.04797042333119914	0.19951611800720068	0.15517920289448942	0.16483810211207364
37	0.08439427753820149	0.042197138769100744	0.14079742119628114	0.056318968478512456	0.01569795853549869	0.012558366828398951	0.0802965524233271
33	0.09588796016656086	0.12785061355541447	0.05308105046990496	0.07077473395987328	0.18168481090439478	0.15140400908699567	0.1102179405136202
23	0.10535028040303374	0.12040032046060999	0.15861147356493552	0.0679763458135438	0.05629986162711183	0.06434269900241352	0.10675387186502704
71	0.12292772484271203	0.12292772484271203	0.18756058485239702	0.14067043863929776	0.212464365155448	0.132790228222155	0.17431755828351903
31	0.0693974849586169	0.09715647894206367	0.15641209708292012	0.15641209708292012	0.03461258014864055	0.05538012823782488	0.08680738739672585
21	0.019063761938967756	0.03050201910234841	0.05134645829471151	0.061615749953653806	0.02320715975100115	0.03249002365140161	0.031205793328226806
70	0.18609280697769112	0.21267749368878985	0.2810110150656769	0.24086658434200875	0.10728639836981446	0.12261302670835938	0.19146340680439414
67	0.17428739525614262	0.15492212911657122	0.1756126102774612	0.1365875857713587	0.2437614853569219	0.1625076569046146	0.19788716363017522
5	0.10061708225968048	0.10061708225968048	0.24564269524359789	0.15352668452724869	0.1484897039761361	0.09280606498508505	0.16491649382647147
41	0.17402925966359722	0.15469267525653085	0.2099997497457481	0.13999983316383205	0.08221915509382413	0.07308369341673256	0.1554160548343898
50	0.12127793296784452	0.13860335196325088	0.0900201214821151	0.10288013883670298	0.23539725918477622	0.13451271953415783	0.14889843787824528
74	0.0	0.0	0.0	0.0	0.0	0.0	0.0
6	0.08023159946885722	0.10697546595847629	0.07935525937409708	0.09258113593644661	0.06845080264638195	0.0456338684309213	0.07601255382977876
44	0.09249284322517504	0.14798854916028006	0.05929432908026616	0.09487092652842585	0.06791271877658345	0.05433017502126676	0.07323329702734155
14	0.09157655872835568	0.10465892426097792	0.1507821489576103	0.12924184196366598	0.03659298381285304	0.0418205529289749	0.09298389716627302
17	0.08961147519078658	0.10454672105591767	0.1321324723886877	0.11011039365723975	0.0933002861177082	0.0933002861177082	0.1050147445657275
12	0.046527367521867785	0.12407298005831409	0.021400647514211026	0.0285341966856147	0.027523936284138996	0.07339716342437065	0.03181731710673927
39	0.11996409588141527	0.15995212784188703	0.14549590794034503	0.16974522593040253	0.033601075592684396	0.0448014341235792	0.09968702647148155
28	0.11915255367833348	0.1588700715711113	0.11815005625130576	0.15753340833507434	0.16584266579413767	0.16584266579413767	0.1343817585745923
59	0.12351127446105434	0.14115574224120495	0.23530858010943576	0.16807755722102555	0.07141255435149665	0.08161434783028189	0.14341080297399558
54	0.07892283959190584	0.06313827167352468	0.03583355430773397	0.028666843446187175	0.16924821222724415	0.06769928489089766	0.09466820204229465
52	0.14208031947511757	0.1262936173112156	0.11563451663588052	0.10278623700967157	0.2673678737896975	0.14853770766094307	0.17502756996689853
22	0.1284883966359103	0.17988375529027442	0.005079375645622657	0.007111125903871719	0.1852763103111944	0.1852763103111944	0.10628136086424245
16	0.1279583694051369	0.14928476430599305	0.05841005235363113	0.07788006980484151	0.11824023765757091	0.11824023765757091	0.10153621980544632
