picId	accuracy11	accuracy12	accuracy21	accuracy22	accuracy31	accuracy32	average
31	0.1528535964877269	0.09171215789263613	0.215686714872422	0.3019614008213908	0.3062981270086045	0.3062981270086045	0.22494614612291777
41	0.26157445500932486	0.23251062667495542	0.10268723546504148	0.057048464147245265	0.23142718308430427	0.2057130516304927	0.19856295785289022
48	0.4162299288304154	0.4162299288304154	0.13682547501438824	0.06841273750719412	0.13599109977648657	0.10199332483236492	0.22968216787376342
23	0.25499571509187874	0.25499571509187874	0.3059169798446321	0.1311072770762709	0.2927752655186718	0.041825037931238825	0.2845626534850609
6	0.2514097044997575	0.2933113219163838	0.2983859597227389	0.24865496643561577	0.19563039136394927	0.1304202609092995	0.24847535186214853
20	0.3126128666652043	0.35727184761737635	0.17499349849765994	0.1249953560697571	0.3048175554461882	0.13063609519122352	0.2641413068696841
50	0.2647220256465952	0.30253945788182307	0.28345956975913916	0.24296534550783355	0.2876914993383654	0.16439514247906595	0.27862436491469994
22	0.3208767405962254	0.44922743683471555	0.23318730710384963	0.27982476852461957	0.49951220545107355	0.3996097643608588	0.3511920843837162
43	0.3244632478322297	0.4326176637763062	0.2093529387414689	0.2093529387414689	0.20187854197731955	0.23552496564020617	0.24523157618367272
19	0.4727975883081523	0.343852791496838	0.28132027360922	0.17902199229677637	0.3102526974387514	0.08461437202875038	0.35479018645204125
21	0.21679283558254697	0.34686853693207514	0.5055116041375606	0.5055116041375606	0.44423824471361173	0.26654294682816704	0.3888475614779064
34	0.3581618032626315	0.5372427048939472	0.30888474700349283	0.4633271205052392	0.3397760933545794	0.4247201166932243	0.3356075478735679
33	0.20459104009609608	0.27278805346146145	0.11076257391782907	0.09230214493152422	0.1877488673172596	0.2816233009758894	0.1677008271103949
10	0.3169209782699433	0.3169209782699433	0.3079078923993092	0.26941940584939555	0.1686168904658128	0.0843084452329064	0.2644819203783551
63	0.3586051349065305	0.41837265739095225	0.10012889201100288	0.0834407433425024	0.15270542211796947	0.20360722949062596	0.20381314967850095
32	0.3845346458376238	0.34180857407788784	0.2239670692265353	0.14931137948435688	0.28508436690721545	0.12670416306987353	0.2978620273237915
54	0.5157536081779514	0.4126028865423611	0.37156369983856313	0.33440732985470684	0.469883492789621	0.1409650478368863	0.45240026693537844
47	0.3726587080035885	0.43476849267085327	0.17210385134519726	0.08605192567259863	0.19974332954514276	0.19974332954514276	0.2481686296313095
36	0.42806628017864945	0.37455799515631827	0.16682588840576143	0.10426618025360089	0.12549384387030496	0.04706019145136436	0.2401286708182386
17	0.1965118006471939	0.2292637674217262	0.14019967980872747	0.11683306650727289	0.2414132928359284	0.28164884164191645	0.19270825776394993
5	0.23223891837817584	0.23223891837817584	0.2536627887995111	0.15853924299969444	0.20549233490589264	0.10274616745294632	0.23046468069452652
39	0.2624415630813773	0.3061818235949402	0.18587436915640096	0.09293718457820048	0.23446402533585922	0.15630935022390616	0.22759331919121248
40	0.1642660127379095	0.28746552229134165	0.24590734812216053	0.24590734812216053	0.09395354918909277	0.04697677459454638	0.16804230334972092
59	0.1801249275534283	0.20585706006106091	0.09790712119786746	0.09790712119786746	0.020895946278912694	0.005970270365403626	0.09964266501006946
42	0.293262418268305	0.23460993461464402	0.2501047001496519	0.15006282008979116	0.16147030230791481	0.14532327207712334	0.2349458069086239
24	0.3418981570081739	0.30390947289615455	0.007796733267023337	0.0008663036963359263	0.3376808330389755	0.1125602776796585	0.22912524110472424
67	0.4149365352428245	0.36883247577139955	0.260902018831588	0.17393467922105865	0.24677223051603933	0.10967654689601748	0.30753692819681727
